GenderSelect,Country,Age,CurrentJobTitleSelect,LanguageRecommendationSelect,FormalEducation,MLSkillsSelect,EmployerIndustry,TimeGatheringData,TimeModelBuilding,TimeProduction,TimeVisualizing,TimeFindingInsights,TimeOtherSelect,JobSatisfaction,CompensationUSD
Male,Portugal,27.0,Programmer,R,Master's degree,"Natural Language Processing,Recommendation Engines,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",Manufacturing,10.0,40.0,20.0,30.0,0.0,0.0,4,20329.042
Male,Canada,46.0,Data Scientist,Python,Master's degree,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Unsupervised Learning",Telecommunications,70.0,20.0,0.0,5.0,5.0,0.0,8,126847.95199999998
Male,Australia,30.0,Data Scientist,R,Master's degree,"Computer Vision,Natural Language Processing,Recommendation Engines,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",Retail,50.0,20.0,10.0,10.0,10.0,0.0,7,100288.75000000001
Male,United States,36.0,Software Developer/Software Engineer,Python,Master's degree,Supervised Machine Learning (Tabular Data),Internet-based,0.0,0.0,0.0,75.0,25.0,0.0,4,70000.0
Male,United States,32.0,Data Scientist,R,Bachelor's degree,"Natural Language Processing,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",Mix of fields,70.0,15.0,5.0,5.0,5.0,0.0,10,78000.0
Male,China,28.0,DBA/Database Engineer,Python,Bachelor's degree,Supervised Machine Learning (Tabular Data),Technology,40.0,30.0,10.0,10.0,10.0,0.0,4,45900.0
Male,Brazil,26.0,Software Developer/Software Engineer,Python,Bachelor's degree,"Computer Vision,Supervised Machine Learning (Tabular Data)",Technology,45.0,20.0,10.0,20.0,5.0,0.0,4,7712.400000000001
Male,Russia,30.0,Machine Learning Engineer,Python,Doctoral degree,Computer Vision,Technology,30.0,30.0,30.0,5.0,5.0,0.0,10,65000.0
Male,United States,31.0,Scientist/Researcher,Python,Master's degree,"Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data),Unsupervised Learning",Technology,55.0,10.0,5.0,10.0,20.0,0.0,5,77000.0
Male,United States,26.0,Business Analyst,Python,Bachelor's degree,Other (please specify; separate by semi-colon),Other,40.0,0.0,0.0,20.0,40.0,0.0,6,35000.0
Male,United States,28.0,Scientist/Researcher,Python,Doctoral degree,"Supervised Machine Learning (Tabular Data),Survival Analysis,Unsupervised Learning",Pharmaceutical,50.0,10.0,5.0,5.0,30.0,0.0,8,121000.0
Male,South Korea,53.0,Researcher,Python,Doctoral degree,"Computer Vision,Natural Language Processing",Academic,40.0,30.0,0.0,10.0,20.0,0.0,8,80000.0
Male,Australia,36.0,Business Analyst,Python,Bachelor's degree,Time Series,Other,20.0,30.0,15.0,15.0,20.0,0.0,8,120346.50000000001
Male,United States,23.0,Business Analyst,R,Bachelor's degree,Time Series,Financial,50.0,0.0,0.0,50.0,0.0,0.0,7,85000.0
Male,Canada,60.0,Researcher,R,Doctoral degree,"Adversarial Learning,Natural Language Processing,Other (please specify; separate by semi-colon)",Academic,40.0,40.0,20.0,0.0,0.0,0.0,10,164737.59999999998
Female,Australia,23.0,Data Analyst,SQL,Bachelor's degree,,Financial,50.0,5.0,20.0,15.0,10.0,0.0,2,62580.18000000001
Male,United States,25.0,Scientist/Researcher,Python,Master's degree,"Computer Vision,Supervised Machine Learning (Tabular Data),Unsupervised Learning",Technology,20.0,20.0,40.0,10.0,10.0,0.0,9,80000.0
Male,Colombia,29.0,Data Analyst,R,Master's degree,"Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data),Unsupervised Learning",Financial,30.0,20.0,10.0,10.0,30.0,0.0,8,27360.0
Male,Japan,37.0,Software Developer/Software Engineer,Python,Master's degree,"Computer Vision,Supervised Machine Learning (Tabular Data)",Manufacturing,50.0,20.0,0.0,20.0,10.0,0.0,7,72864.0
Male,United States,26.0,Data Analyst,R,Master's degree,"Recommendation Engines,Supervised Machine Learning (Tabular Data)",Hospitality/Entertainment/Sports,50.0,20.0,5.0,5.0,20.0,0.0,9,59000.0
Male,United States,28.0,Data Scientist,Python,Bachelor's degree,"Computer Vision,Natural Language Processing,Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",Financial,50.0,20.0,5.0,15.0,10.0,0.0,7,94000.0
Male,United States,41.0,Software Developer/Software Engineer,Python,Master's degree,"Recommendation Engines,Supervised Machine Learning (Tabular Data)",Mix of fields,40.0,30.0,5.0,5.0,20.0,0.0,7,80000.0
Male,Taiwan,30.0,Other,Python,Bachelor's degree,Unsupervised Learning,Government,10.0,75.0,0.0,0.0,16.0,0.0,4,26643.2
Female,United States,42.0,Data Analyst,Python,Bachelor's degree,"Supervised Machine Learning (Tabular Data),Unsupervised Learning",Telecommunications,80.0,0.0,0.0,0.0,20.0,0.0,1,75000.0
Male,Other,27.0,Machine Learning Engineer,Python,Bachelor's degree,"Computer Vision,Natural Language Processing,Supervised Machine Learning (Tabular Data)",Internet-based,10.0,40.0,30.0,10.0,10.0,0.0,8,50000.0
Male,Colombia,26.0,Data Scientist,R,Professional degree,"Adversarial Learning,Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data)",Internet-based,60.0,15.0,10.0,15.0,0.0,0.0,9,1231.2
Male,United States,47.0,Software Developer/Software Engineer,Scala,Bachelor's degree,"Natural Language Processing,Supervised Machine Learning (Tabular Data)",Internet-based,0.0,25.0,65.0,10.0,0.0,0.0,3,165000.0
Male,United States,28.0,Business Analyst,Python,Master's degree,Time Series,Government,15.0,10.0,45.0,15.0,15.0,0.0,7,85000.0
Male,United States,36.0,Data Scientist,Python,Doctoral degree,"Natural Language Processing,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",Mix of fields,0.0,0.0,10.0,15.0,75.0,0.0,7,226000.0
Male,Canada,37.0,Other,SQL,Master's degree,Adversarial Learning,Government,20.0,30.0,20.0,0.0,30.0,0.0,10,61776.59999999999
Male,Ireland,42.0,DBA/Database Engineer,SQL,Master's degree,,Retail,50.0,0.0,10.0,10.0,0.0,30.0,7,119582.6
Male,United States,41.0,Other,Python,Master's degree,"Computer Vision,Recommendation Engines,Supervised Machine Learning (Tabular Data),Unsupervised Learning",Internet-based,0.0,30.0,10.0,0.0,10.0,50.0,9,200000.0
Female,United States,43.0,Data Analyst,SQL,Bachelor's degree,Outlier detection (e.g. Fraud detection),Insurance,0.0,0.0,0.0,0.0,100.0,0.0,8,80000.0
Male,New Zealand,28.0,Machine Learning Engineer,Python,Bachelor's degree,Computer Vision,Technology,40.0,20.0,20.0,5.0,15.0,0.0,7,58224.08
Male,United States,45.0,Data Scientist,Python,Master's degree,"Adversarial Learning,Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data),Survival Analysis,Time Series,Unsupervised Learning,Other (please specify; separate by semi-colon)",Other,60.0,15.0,5.0,10.0,10.0,0.0,7,271.7
Male,Canada,23.0,Other,Python,Bachelor's degree,"Natural Language Processing,Supervised Machine Learning (Tabular Data),Time Series",Insurance,35.0,15.0,20.0,20.0,10.0,0.0,10,57658.15999999999
Male,United States,25.0,Computer Scientist,Python,Master's degree,"Recommendation Engines,Reinforcement learning,Supervised Machine Learning (Tabular Data),Unsupervised Learning",Technology,50.0,20.0,5.0,5.0,20.0,0.0,9,95000.0
Male,United States,35.0,Data Scientist,Python,Doctoral degree,"Natural Language Processing,Supervised Machine Learning (Tabular Data),Unsupervised Learning",Technology,30.0,25.0,20.0,10.0,15.0,0.0,9,117000.0
Male,United States,32.0,Scientist/Researcher,Python,Doctoral degree,,Academic,5.0,10.0,20.0,5.0,60.0,0.0,8,47000.0
Male,United States,46.0,Other,Python,I did not complete any formal education past high school,"Recommendation Engines,Reinforcement learning,Supervised Machine Learning (Tabular Data)",Technology,30.0,10.0,40.0,20.0,0.0,0.0,7,160000.0
Male,United States,37.0,Other,Python,Doctoral degree,"Supervised Machine Learning (Tabular Data),Time Series",Financial,0.0,20.0,79.0,0.0,1.0,0.0,1,255000.0
Male,Mexico,37.0,Data Scientist,Java,Bachelor's degree,"Machine Translation,Supervised Machine Learning (Tabular Data)",Telecommunications,0.0,0.0,0.0,100.0,0.0,0.0,5,92000.0
Male,United States,29.0,Operations Research Practitioner,Python,Master's degree,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Survival Analysis,Time Series,Unsupervised Learning",Government,60.0,20.0,0.0,5.0,15.0,0.0,5,90000.0
Male,United States,32.0,Operations Research Practitioner,Python,Master's degree,Supervised Machine Learning (Tabular Data),Government,40.0,20.0,0.0,20.0,20.0,0.0,9,80000.0
Male,Malaysia,27.0,Other,SQL,Bachelor's degree,,Government,15.0,5.0,5.0,35.0,40.0,0.0,7,760.9152
Male,Colombia,30.0,Machine Learning Engineer,Python,Master's degree,Supervised Machine Learning (Tabular Data),Technology,25.0,30.0,15.0,20.0,10.0,0.0,7,12312.0
Male,Hong Kong,28.0,Machine Learning Engineer,Python,Bachelor's degree,"Computer Vision,Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Time Series",Technology,40.0,20.0,10.0,20.0,10.0,0.0,3,26623.584
Male,China,31.0,Machine Learning Engineer,Python,Bachelor's degree,"Computer Vision,Machine Translation",Technology,20.0,20.0,20.0,10.0,30.0,0.0,7,38250.0
Male,United States,31.0,Business Analyst,R,Master's degree,"Survival Analysis,Time Series",Technology,40.0,10.0,5.0,25.0,20.0,0.0,9,190000.0
Male,United States,51.0,Data Scientist,Python,Doctoral degree,"Adversarial Learning,Computer Vision,Natural Language Processing,Outlier detection (e.g. Fraud detection),Reinforcement learning,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",Financial,20.0,50.0,10.0,10.0,10.0,0.0,1,200000.0
Male,Japan,55.0,Scientist/Researcher,Python,Professional degree,Computer Vision,Academic,50.0,0.0,0.0,0.0,50.0,0.0,10,91080.0
Male,Japan,32.0,Data Scientist,SQL,Doctoral degree,"Supervised Machine Learning (Tabular Data),Survival Analysis,Time Series",Mix of fields,20.0,20.0,20.0,10.0,30.0,0.0,4,77418.0
Male,Malaysia,34.0,Other,Python,Bachelor's degree,"Computer Vision,Supervised Machine Learning (Tabular Data)",Technology,0.0,0.0,0.0,0.0,0.0,100.0,2,77000.0
Male,United States,25.0,Scientist/Researcher,Matlab,Master's degree,"Adversarial Learning,Computer Vision,Outlier detection (e.g. Fraud detection),Reinforcement learning,Supervised Machine Learning (Tabular Data),Unsupervised Learning",Academic,40.0,30.0,5.0,25.0,,0.0,8,20000.0
Male,United States,50.0,Software Developer/Software Engineer,C/C++/C#,Bachelor's degree,"Outlier detection (e.g. Fraud detection),Other (please specify; separate by semi-colon)",Technology,50.0,20.0,0.0,10.0,0.0,20.0,9,220000.0
Male,Vietnam,22.0,Data Analyst,Python,Bachelor's degree,Computer Vision,Technology,0.0,0.0,0.0,90.0,10.0,0.0,5,440.0
Male,United States,32.0,Data Scientist,Python,Master's degree,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Unsupervised Learning",Other,60.0,10.0,10.0,10.0,10.0,0.0,3,180000.0
Male,United States,31.0,Statistician,R,Master's degree,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",Government,70.0,10.0,0.0,10.0,10.0,0.0,5,105000.0
Male,Taiwan,48.0,Engineer,Python,I did not complete any formal education past high school,"Adversarial Learning,Computer Vision,Natural Language Processing,Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data)",Internet-based,0.0,0.0,0.0,0.0,0.0,100.0,5,16652.0
Male,United States,34.0,Operations Research Practitioner,R,Master's degree,"Supervised Machine Learning (Tabular Data),Unsupervised Learning",Government,50.0,10.0,20.0,10.0,10.0,0.0,8,79000.0
Male,Other,53.0,Business Analyst,Python,Master's degree,"Supervised Machine Learning (Tabular Data),Time Series",Manufacturing,50.0,20.0,5.0,0.0,10.0,15.0,6,175000.0
A different identity,United States,45.0,Scientist/Researcher,R,Master's degree,"Outlier detection (e.g. Fraud detection),Time Series,Unsupervised Learning",Academic,80.0,10.0,0.0,5.0,5.0,0.0,7,20000.0
Male,India,25.0,Machine Learning Engineer,R,Bachelor's degree,"Natural Language Processing,Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data)",Technology,50.0,25.0,5.0,15.0,5.0,0.0,3,7419.499999999999
Male,Brazil,31.0,Software Developer/Software Engineer,Python,Master's degree,"Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",Retail,50.0,20.0,5.0,20.0,5.0,0.0,8,32135.000000000004
Male,United States,64.0,Data Scientist,Python,Master's degree,"Natural Language Processing,Recommendation Engines,Speech Recognition",Manufacturing,15.0,15.0,50.0,5.0,15.0,0.0,7,140000.0
Male,Russia,28.0,Computer Scientist,C/C++/C#,Doctoral degree,"Supervised Machine Learning (Tabular Data),Time Series",Manufacturing,13.0,65.0,5.0,12.0,5.0,0.0,6,8422.568000000001
Female,Taiwan,28.0,Researcher,Python,Master's degree,"Outlier detection (e.g. Fraud detection),Time Series,Other (please specify; separate by semi-colon)",Financial,50.0,10.0,15.0,5.0,20.0,0.0,8,36634.4
Male,Japan,42.0,Other,Python,Bachelor's degree,"Natural Language Processing,Recommendation Engines,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",Technology,40.0,40.0,0.0,10.0,10.0,0.0,8,59202.0
Male,Brazil,31.0,Scientist/Researcher,Python,Master's degree,Supervised Machine Learning (Tabular Data),Academic,10.0,50.0,20.0,10.0,10.0,0.0,6,25708.000000000004
Male,Taiwan,26.0,Programmer,Python,Master's degree,"Natural Language Processing,Recommendation Engines,Supervised Machine Learning (Tabular Data)",Government,70.0,29.0,1.0,0.0,0.0,0.0,4,21580.992
Male,India,24.0,Software Developer/Software Engineer,R,Some college/university study without earning a bachelor's degree,Supervised Machine Learning (Tabular Data),Retail,50.0,20.0,10.0,10.0,10.0,0.0,5,34364.0
Male,China,42.0,Data Scientist,Python,Doctoral degree,"Recommendation Engines,Supervised Machine Learning (Tabular Data),Survival Analysis,Time Series,Unsupervised Learning",Retail,25.0,25.0,30.0,10.0,10.0,0.0,8,91800.0
Male,United States,30.0,Computer Scientist,Python,Master's degree,"Computer Vision,Supervised Machine Learning (Tabular Data),Unsupervised Learning,Other (please specify; separate by semi-colon)",Academic,20.0,40.0,30.0,5.0,5.0,0.0,6,38000.0
Male,Japan,33.0,Data Analyst,Other,Master's degree,"Natural Language Processing,Reinforcement learning",Technology,30.0,30.0,5.0,10.0,25.0,0.0,3,63756.0
Male,United States,22.0,Data Scientist,Python,Bachelor's degree,"Computer Vision,Natural Language Processing",Internet-based,35.0,10.0,40.0,5.0,10.0,0.0,8,85000.0
Male,United States,41.0,Data Scientist,Python,Doctoral degree,"Natural Language Processing,Supervised Machine Learning (Tabular Data),Survival Analysis,Unsupervised Learning",Mix of fields,45.0,20.0,5.0,20.0,10.0,0.0,8,150000.0
Female,United States,38.0,DBA/Database Engineer,SAS,Master's degree,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data)",Government,25.0,50.0,10.0,10.0,5.0,0.0,5,65000.0
Male,Other,43.0,Data Scientist,Python,Master's degree,Time Series,Technology,10.0,10.0,0.0,60.0,20.0,0.0,9,120000.0
Male,India,28.0,Data Scientist,Python,Bachelor's degree,"Natural Language Processing,Supervised Machine Learning (Tabular Data),Survival Analysis,Time Series",Technology,50.0,10.0,10.0,10.0,20.0,0.0,5,20305.999999999996
Male,Philippines,23.0,Data Analyst,Python,Bachelor's degree,Supervised Machine Learning (Tabular Data),Other,40.0,20.0,5.0,10.0,25.0,0.0,4,1080.035
Male,United States,40.0,Scientist/Researcher,Other,Doctoral degree,Other (please specify; separate by semi-colon),Military/Security,0.0,0.0,0.0,0.0,0.0,0.0,0,208999999.99999997
Male,United States,30.0,Other,SQL,Master's degree,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Survival Analysis,Time Series",Government,20.0,20.0,5.0,5.0,50.0,0.0,8,65000.0
Male,United States,65.0,Data Scientist,Python,Doctoral degree,Supervised Machine Learning (Tabular Data),Mix of fields,70.0,10.0,0.0,0.0,20.0,0.0,10,134000.0
Male,Indonesia,27.0,Other,Python,Bachelor's degree,"Natural Language Processing,Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data),Survival Analysis,Time Series,Unsupervised Learning",Internet-based,50.0,10.0,10.0,20.0,10.0,0.0,7,0.0
Male,China,29.0,Machine Learning Engineer,Python,Master's degree,Computer Vision,Technology,40.0,10.0,5.0,20.0,25.0,0.0,5,45900.0
Male,India,48.0,Data Scientist,Python,Master's degree,"Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",Telecommunications,30.0,10.0,30.0,10.0,20.0,0.0,6,0.0
Male,Australia,50.0,Data Scientist,Python,Master's degree,"Outlier detection (e.g. Fraud detection),Reinforcement learning,Time Series,Unsupervised Learning",Other,30.0,30.0,20.0,10.0,10.0,0.0,7,160462.00000000003
Female,Taiwan,40.0,Computer Scientist,Python,Professional degree,Reinforcement learning,Government,40.0,30.0,10.0,10.0,10.0,0.0,4,2331.28
Male,United States,34.0,Data Scientist,Python,Bachelor's degree,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",Other,60.0,10.0,5.0,5.0,20.0,0.0,5,320000.0
Female,Australia,38.0,Researcher,Python,Master's degree,"Computer Vision,Supervised Machine Learning (Tabular Data),Unsupervised Learning",Academic,20.0,20.0,0.0,60.0,0.0,0.0,8,21662.370000000003
Male,Taiwan,45.0,Software Developer/Software Engineer,R,Master's degree,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Unsupervised Learning,Other (please specify; separate by semi-colon)",Other,40.0,20.0,10.0,20.0,10.0,0.0,0,49956.0
Male,Australia,32.0,Data Scientist,R,Doctoral degree,"Computer Vision,Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",CRM/Marketing,70.0,10.0,5.0,5.0,10.0,0.0,8,112323.40000000001
