MSZoning,LotFrontage,LotArea,Street,Utilities,HouseStyle,YearBuilt,Foundation,TotRmsAbvGrd,KitchenAbvGr,MoSold,YrSold,SaleCondition,SalePrice
RL,,10246,Pave,AllPub,SLvl,1965,CBlock,3,1,5,2006,Normal,1
RL,69.0,10205,Pave,AllPub,SFoyer,1962,CBlock,6,1,5,2006,Normal,1
RL,99.0,7094,Pave,AllPub,1Story,1966,CBlock,5,1,5,2007,Normal,1
RM,68.0,8930,Pave,AllPub,1.5Fin,1978,Slab,8,2,4,2010,Normal,1
FV,72.0,8640,Pave,AllPub,1Story,2009,PConc,6,1,9,2009,Partial,2
RM,52.0,6240,Pave,AllPub,1.5Fin,1947,Slab,3,1,7,2006,Normal,0
RM,21.0,1680,Pave,AllPub,2Story,1971,CBlock,7,1,4,2006,Abnorml,0
RL,66.0,7800,Pave,AllPub,1Story,1964,CBlock,5,1,11,2006,Abnorml,1
RL,55.0,8250,Pave,AllPub,1Story,1968,CBlock,5,1,8,2008,Normal,1
RL,78.0,10496,Pave,AllPub,1.5Fin,1949,CBlock,7,1,1,2007,Normal,1
RL,89.0,10680,Pave,AllPub,1Story,1951,CBlock,7,1,10,2006,Normal,1
RL,60.0,15384,Pave,AllPub,2Story,2004,PConc,8,1,2,2008,Normal,2
RL,65.0,10482,Pave,AllPub,SLvl,1958,CBlock,6,1,6,2007,Normal,1
RL,86.0,14598,Pave,AllPub,2Story,2007,PConc,9,1,1,2008,Normal,2
RL,72.0,8872,Pave,AllPub,1Story,1965,CBlock,5,1,12,2008,Normal,1
RL,65.0,8769,Pave,AllPub,1Story,2008,PConc,7,1,10,2008,Partial,3
RL,70.0,7910,Pave,AllPub,SLvl,1960,CBlock,7,1,8,2008,Normal,1
RL,,18890,Pave,AllPub,1.5Fin,1977,CBlock,12,2,8,2007,Normal,2
RL,70.0,7728,Pave,AllPub,SLvl,1962,CBlock,6,1,5,2006,Normal,1
RL,70.0,9842,Pave,AllPub,1Story,1962,Slab,6,2,3,2007,Normal,0
RL,,12160,Pave,AllPub,1Story,1959,CBlock,6,1,5,2010,Abnorml,1
RH,55.0,8525,Pave,AllPub,2Story,1911,PConc,7,1,11,2008,Abnorml,1
RL,96.0,13132,Pave,AllPub,2Story,1914,BrkTil,9,1,7,2006,Normal,1
RL,36.0,2628,Pave,AllPub,2Story,2003,PConc,6,1,6,2010,Normal,1
RL,41.0,12393,Pave,AllPub,2Story,2004,PConc,8,1,9,2006,Normal,2
RL,63.0,13072,Pave,AllPub,1Story,2005,PConc,6,1,3,2006,Abnorml,1
RL,64.0,9037,Pave,AllPub,1Story,2006,PConc,6,1,12,2007,Normal,2
RL,65.0,8158,Pave,AllPub,2Story,2003,PConc,8,1,7,2008,Normal,2
RL,83.0,9849,Pave,AllPub,1Story,2007,PConc,7,1,6,2007,Partial,2
RL,85.0,10625,Pave,AllPub,SFoyer,1974,CBlock,6,1,1,2010,Family,1
RL,107.0,13891,Pave,AllPub,1Story,2006,PConc,7,1,9,2006,Partial,3
RL,,11435,Pave,AllPub,2Story,1929,PConc,7,1,6,2006,Normal,2
RL,78.0,12090,Pave,AllPub,SLvl,1984,CBlock,7,1,1,2007,Abnorml,1
FV,65.0,8125,Pave,AllPub,2Story,2005,PConc,6,1,3,2006,Partial,2
RL,,12328,Pave,AllPub,SLvl,1976,CBlock,6,1,5,2010,Normal,1
RM,60.0,9600,Pave,AllPub,2.5Unf,1917,BrkTil,8,1,4,2008,Normal,1
RL,60.0,7200,Pave,AllPub,1Story,1950,CBlock,6,1,5,2007,Normal,1
RL,93.0,11160,Pave,AllPub,1Story,1968,CBlock,8,1,4,2010,Normal,2
RL,,3136,Pave,AllPub,1Story,2003,PConc,6,1,3,2006,Normal,1
RL,62.0,9858,Pave,AllPub,1Story,1968,CBlock,5,1,11,2009,Normal,1
RL,,17542,Pave,AllPub,2Story,1974,CBlock,9,1,7,2007,Normal,3
RL,60.0,6931,Pave,AllPub,2Story,2003,PConc,7,1,7,2008,Normal,1
RM,52.0,6240,Pave,AllPub,1.5Fin,1931,BrkTil,6,1,11,2007,Normal,1
RL,91.0,14303,Pave,AllPub,1Story,1994,PConc,7,1,8,2008,Normal,3
RL,56.0,4060,Pave,AllPub,1Story,1922,PConc,4,1,7,2009,Normal,0
RL,59.0,9587,Pave,AllPub,SLvl,2005,PConc,5,1,7,2008,Normal,2
RL,65.0,9750,Pave,AllPub,1Story,1969,CBlock,6,1,7,2008,Normal,1
RL,,24682,Pave,AllPub,2Story,1999,PConc,7,1,6,2009,Normal,2
RL,80.0,9600,Pave,AllPub,1Story,1956,CBlock,5,1,6,2009,Normal,1
RL,,11250,Pave,AllPub,1.5Fin,1957,CBlock,8,1,11,2009,Normal,1
RL,60.0,13515,Pave,AllPub,2Story,1919,PConc,8,1,7,2007,Normal,2
RH,34.0,4060,Pave,AllPub,1Story,1998,PConc,5,1,8,2008,Abnorml,2
FV,35.0,3735,Pave,AllPub,2Story,1999,PConc,6,1,3,2006,Normal,2
RM,60.0,10120,Pave,AllPub,2.5Unf,1910,CBlock,9,2,1,2007,Normal,1
RL,89.0,13214,Pave,AllPub,1Story,2008,PConc,10,1,5,2010,Normal,3
RL,,14100,Pave,AllPub,1.5Fin,1935,CBlock,11,1,5,2008,Normal,3
RL,78.0,11344,Pave,AllPub,1.5Fin,1958,CBlock,7,1,7,2007,Normal,1
RL,,23595,Pave,AllPub,1Story,1979,PConc,4,1,4,2010,Normal,2
RL,,9156,Pave,AllPub,1Story,1968,CBlock,7,1,8,2009,Normal,2
RL,,13526,Pave,AllPub,1Story,1965,CBlock,5,1,11,2006,Normal,1
RL,124.0,11512,Pave,AllPub,SLvl,1959,CBlock,5,1,5,2008,Normal,1
RL,53.0,5362,Pave,AllPub,1.5Fin,1910,PConc,8,1,11,2007,Normal,1
RL,95.0,11345,Pave,AllPub,2Story,1948,CBlock,10,2,7,2007,Normal,1
RL,,12936,Pave,AllPub,2Story,1972,CBlock,6,1,12,2009,Normal,1
RL,,17871,Pave,AllPub,SLvl,1967,CBlock,7,1,6,2009,Normal,2
RL,75.0,9473,Pave,AllPub,2Story,2002,PConc,7,1,3,2008,Normal,2
C (all),60.0,7500,Pave,AllPub,1.5Fin,1920,CBlock,6,1,4,2010,Abnorml,0
RL,67.0,9808,Pave,AllPub,1Story,2002,PConc,6,1,3,2009,Normal,2
RL,50.0,8049,Pave,AllPub,1Story,1990,CBlock,6,1,7,2006,Normal,2
RL,61.0,8800,Pave,AllPub,1Story,1977,CBlock,5,1,9,2009,Normal,1
RL,94.0,9400,Pave,AllPub,2Story,1971,CBlock,8,2,4,2010,Normal,1
RL,50.0,9638,Pave,AllPub,1.5Fin,1919,PConc,10,1,3,2010,Normal,1
RM,50.0,6000,Pave,AllPub,1.5Fin,1939,CBlock,6,1,5,2009,Normal,1
RL,,9790,Pave,AllPub,1Story,1963,CBlock,6,1,6,2010,Normal,1
RL,,36500,Pave,AllPub,1Story,1964,CBlock,7,1,6,2006,Normal,2
RL,40.0,5664,Pave,AllPub,1Story,2000,PConc,5,1,10,2009,Normal,2
RL,86.0,11065,Pave,AllPub,2Story,2006,PConc,8,1,10,2006,Partial,3
RL,,14112,Pave,AllPub,SLvl,1964,PConc,6,1,4,2010,Normal,2
RM,21.0,1680,Pave,AllPub,2Story,1972,CBlock,6,1,2,2009,Normal,1
RM,60.0,6600,Pave,AllPub,2Story,1892,Stone,11,2,12,2009,Normal,1
RL,78.0,10140,Pave,AllPub,2Story,1976,PConc,8,1,3,2006,Normal,1
RL,60.0,8172,Pave,AllPub,1Story,1955,CBlock,5,1,4,2006,Normal,1
RL,70.0,8400,Pave,AllPub,1Story,1968,CBlock,5,1,11,2006,Normal,1
RL,80.0,8700,Pave,AllPub,1Story,1963,CBlock,6,1,12,2008,Normal,1
RM,35.0,3675,Pave,AllPub,SFoyer,2005,PConc,5,1,6,2006,Partial,1
RL,313.0,63887,Pave,AllPub,2Story,2008,PConc,12,1,1,2008,Partial,1
RL,75.0,7500,Pave,AllPub,1Story,1959,CBlock,6,1,5,2010,Normal,1
RL,,10762,Pave,AllPub,2Story,1999,PConc,9,1,5,2009,Normal,2
RL,,7500,Pave,AllPub,2Story,1942,CBlock,7,1,11,2009,Normal,1
RL,92.0,10120,Pave,AllPub,2Story,1994,PConc,8,1,12,2006,Normal,3
RL,73.0,8688,Pave,AllPub,1Story,2005,PConc,7,1,4,2006,Normal,2
RM,32.0,3363,Pave,AllPub,2Story,2004,PConc,7,1,4,2006,Normal,1
RL,108.0,13173,Pave,AllPub,1Story,2006,PConc,6,1,11,2009,Normal,3
RL,48.0,6955,Pave,AllPub,1Story,2005,PConc,6,1,9,2006,Partial,2
RL,60.0,8072,Pave,AllPub,1Story,1994,PConc,5,1,5,2009,Normal,1
RM,100.0,12000,Pave,AllPub,1Story,1948,CBlock,6,1,5,2008,Normal,1
RL,,7153,Pave,AllPub,1Story,1991,CBlock,6,1,6,2008,Normal,1
RL,100.0,17500,Pave,AllPub,1Story,1959,PConc,7,1,5,2010,Normal,3
RL,68.0,8814,Pave,AllPub,1Story,2005,PConc,6,1,1,2007,Partial,2
RL,,9572,Pave,AllPub,2Story,1990,PConc,9,1,6,2007,Normal,3
RL,108.0,14774,Pave,AllPub,2Story,1999,PConc,10,1,5,2010,Normal,3
RL,60.0,8190,Pave,AllPub,1Story,1954,CBlock,5,1,10,2007,Normal,1
RL,85.0,11075,Pave,AllPub,2Story,1969,CBlock,9,1,6,2008,Normal,2
RL,61.0,10226,Pave,AllPub,1Story,2008,PConc,8,1,1,2009,Normal,3
FV,47.0,4230,Pave,AllPub,1Story,2006,PConc,5,1,4,2007,Partial,2
RL,,14781,Pave,AllPub,1Story,2001,PConc,7,1,8,2006,Normal,2
RL,75.0,10215,Pave,AllPub,1Story,1954,PConc,5,1,2,2007,Normal,1
RL,70.0,8400,Pave,AllPub,1Story,1957,CBlock,6,1,6,2009,Normal,1
RL,,6627,Pave,AllPub,1Story,1949,CBlock,4,1,7,2008,Normal,0
RL,107.0,10186,Pave,AllPub,2Story,1992,PConc,8,1,6,2010,Normal,2
RL,50.0,5330,Pave,AllPub,1Story,1940,CBlock,5,1,12,2009,Normal,0
RL,75.0,9986,Pave,AllPub,1Story,2006,PConc,7,1,2,2007,Partial,1
RM,40.0,3636,Pave,AllPub,1Story,1922,BrkTil,5,1,1,2008,Normal,0
RH,70.0,4270,Pave,AllPub,1Story,1931,BrkTil,6,1,5,2007,Normal,0
RL,60.0,6600,Pave,AllPub,1Story,1982,CBlock,5,1,10,2008,Normal,1
RM,60.0,10440,Pave,AllPub,1.5Fin,1920,BrkTil,8,1,6,2008,Normal,2
RL,63.0,9084,Pave,AllPub,2Story,1998,PConc,8,1,6,2006,Normal,1
RL,85.0,10000,Pave,AllPub,1Story,2006,PConc,7,1,12,2007,Normal,2
RL,55.0,10780,Pave,AllPub,SLvl,1976,CBlock,6,1,7,2006,Normal,1
RL,67.0,8877,Pave,AllPub,1Story,1938,CBlock,3,1,5,2009,Normal,0
RM,60.0,7200,Pave,AllPub,1.5Fin,1938,CBlock,6,1,7,2006,Normal,1
RM,24.0,2368,Pave,AllPub,2Story,1970,CBlock,7,1,5,2009,Normal,1
RL,80.0,9650,Pave,AllPub,1Story,1977,CBlock,6,1,4,2009,Normal,1
RL,87.0,9246,Pave,AllPub,1Story,1973,CBlock,8,2,11,2008,Normal,1
RM,153.0,4118,Pave,AllPub,1Story,1941,CBlock,4,1,3,2006,Normal,0
RL,95.0,13450,Pave,AllPub,2Story,2002,PConc,8,1,6,2006,Normal,2
RL,120.0,9560,Pave,AllPub,1Story,1972,CBlock,5,1,6,2006,Normal,1
RL,70.0,8294,Pave,AllPub,1Story,1971,CBlock,5,1,6,2007,Normal,1
RL,66.0,13695,Pave,AllPub,1Story,2003,PConc,6,1,7,2008,Normal,1
RL,,9375,Pave,AllPub,2Story,2002,PConc,7,1,8,2007,Normal,2
RL,57.0,7558,Pave,AllPub,1.5Fin,1928,BrkTil,9,1,3,2009,Normal,1
RL,85.0,11103,Pave,AllPub,2Story,2006,PConc,8,1,7,2007,Partial,1
RM,50.0,6000,Pave,AllPub,1Story,1920,PConc,5,1,7,2007,Normal,1
RL,,20781,Pave,AllPub,1Story,1968,CBlock,9,1,6,2006,Normal,2
RL,93.0,15306,Pave,AllPub,1Story,2006,PConc,7,1,5,2007,Partial,3
RL,,16196,Pave,AllPub,1Story,1998,PConc,5,1,8,2007,Normal,2
RM,50.0,5250,Pave,AllPub,2Story,1872,BrkTil,8,1,12,2008,Normal,1
RL,91.0,11643,Pave,AllPub,2Story,1969,CBlock,12,2,8,2009,Normal,2
RL,70.0,9247,Pave,AllPub,2Story,1962,CBlock,8,1,3,2008,Normal,1
RM,50.0,6000,Pave,AllPub,1.5Fin,1937,BrkTil,4,1,7,2009,Normal,1
RL,56.0,14720,Pave,AllPub,1.5Fin,1995,PConc,9,1,3,2010,Normal,3
RL,,10316,Pave,AllPub,2Story,2000,PConc,7,1,6,2008,Normal,2
RL,102.0,10192,Pave,AllPub,SLvl,1968,CBlock,8,1,9,2006,Normal,1
RL,,9477,Pave,AllPub,1Story,1966,CBlock,5,1,10,2008,Normal,1
RL,,12537,Pave,AllPub,1Story,1971,CBlock,6,1,4,2010,Normal,1
FV,,2117,Pave,AllPub,2Story,2000,PConc,5,1,6,2010,Normal,1
RL,129.0,16737,Pave,AllPub,1Story,2004,PConc,8,1,9,2006,Normal,3
RL,51.0,9842,Pave,AllPub,2Story,1921,BrkTil,8,1,5,2008,Normal,2
RL,124.0,16158,Pave,AllPub,1Story,2005,PConc,7,1,6,2009,Normal,2
RL,,12513,Pave,AllPub,1.5Fin,1920,BrkTil,7,1,6,2009,Normal,0
RL,73.0,8499,Pave,AllPub,2Story,2006,PConc,6,1,3,2007,Partial,1
FV,30.0,3180,Pave,AllPub,2Story,2005,PConc,4,1,4,2006,Abnorml,1
FV,,7500,Pave,AllPub,2Story,2000,PConc,7,1,1,2010,Normal,2
RL,68.0,9179,Pave,AllPub,2Story,1999,PConc,7,1,6,2008,Abnorml,2
RM,41.0,2665,Pave,AllPub,2Story,1977,PConc,6,1,7,2006,Normal,1
RM,,4435,Pave,AllPub,1Story,2003,PConc,4,1,6,2009,Normal,1
RL,48.0,10635,Pave,AllPub,1Story,2003,PConc,8,1,5,2010,Normal,2
RL,90.0,5400,Pave,AllPub,1.5Fin,1920,PConc,6,1,10,2009,Normal,0
RL,80.0,9600,Pave,AllPub,SLvl,1955,CBlock,8,1,10,2008,Normal,1
RL,75.0,9750,Pave,AllPub,2Story,1998,PConc,8,1,6,2006,Normal,2
RL,,11400,Pave,AllPub,1Story,2001,PConc,8,1,3,2007,Normal,3
FV,85.0,10625,Pave,AllPub,2Story,2005,PConc,9,1,7,2008,Normal,2
RL,89.0,10991,Pave,AllPub,1Story,2007,PConc,7,1,12,2007,Partial,2
RL,52.0,6292,Pave,AllPub,1Story,1930,BrkTil,4,1,4,2008,Normal,0
RL,60.0,10998,Pave,AllPub,1.5Fin,1941,CBlock,6,1,7,2009,Normal,1
RM,21.0,1953,Pave,AllPub,2Story,1973,CBlock,5,1,6,2006,Normal,0
RL,73.0,9735,Pave,AllPub,SLvl,2006,PConc,7,1,5,2008,Normal,1
RL,45.0,8212,Pave,AllPub,1Story,1914,BrkTil,5,1,6,2010,Normal,0
RL,,12925,Pave,AllPub,1Story,1970,CBlock,7,1,5,2008,Normal,2
RM,60.0,7200,Pave,AllPub,2Story,1920,BrkTil,8,1,10,2006,Normal,1
RL,,25339,Pave,AllPub,1Story,1918,BrkTil,7,1,8,2007,Normal,1
RL,60.0,9060,Pave,AllPub,1.5Fin,1939,BrkTil,6,1,10,2009,Normal,0
RM,40.0,5436,Pave,AllPub,1.5Fin,1922,BrkTil,7,1,5,2010,Normal,1
RL,80.0,16692,Pave,AllPub,2Story,1978,CBlock,12,1,7,2006,Normal,2
RM,60.0,8520,Pave,AllPub,1.5Fin,1916,BrkTil,10,1,8,2007,Family,1
RL,42.0,14892,Pave,AllPub,1Story,2006,PConc,7,1,10,2009,Normal,3
RM,60.0,6000,Pave,AllPub,1.5Fin,1941,BrkTil,6,1,3,2007,Normal,1
RL,70.0,9100,Pave,AllPub,1Story,2000,PConc,6,1,9,2006,Normal,2
RL,65.0,8944,Pave,AllPub,1Story,1967,CBlock,8,2,4,2009,Normal,1
RL,68.0,7838,Pave,AllPub,SFoyer,1967,CBlock,6,1,12,2006,Normal,1
RM,60.0,10800,Pave,AllPub,1.5Fin,1905,BrkTil,7,2,4,2008,Normal,1
RL,53.0,4045,Pave,AllPub,1Story,2006,PConc,6,1,10,2006,Partial,2
RL,88.0,12665,Pave,AllPub,2Story,2005,PConc,9,1,2,2007,Normal,3
RL,,57200,Pave,AllPub,1Story,1948,CBlock,7,1,6,2010,Normal,1
RM,51.0,6120,Pave,AllPub,2Story,1920,BrkTil,8,1,5,2007,Normal,1
RL,60.0,7200,Pave,AllPub,1.5Fin,1950,CBlock,7,1,5,2009,Normal,1
RL,51.0,6171,Pave,AllPub,1.5Fin,1925,BrkTil,7,1,10,2009,Normal,1
RM,50.0,6000,Pave,AllPub,1.5Fin,1929,BrkTil,5,1,7,2008,Normal,1
RL,62.0,7415,Pave,AllPub,2Story,2004,PConc,8,1,4,2008,Normal,2
RL,64.0,6762,Pave,AllPub,1Story,2006,PConc,6,1,7,2006,Partial,2
RL,49.0,15256,Pave,AllPub,1Story,2007,PConc,6,1,8,2007,Normal,3
RL,60.0,10410,Pave,AllPub,1.5Fin,1915,PConc,6,1,1,2006,Family,0
RM,44.0,3842,Pave,AllPub,1Story,2004,PConc,5,1,1,2008,Normal,2
RL,70.0,8445,Pave,AllPub,SFoyer,1972,CBlock,5,1,3,2009,Normal,1
RL,,8780,Pave,AllPub,1Story,1985,CBlock,5,1,3,2009,Normal,1
RM,60.0,7740,Pave,AllPub,2Story,1910,CBlock,6,1,6,2010,Normal,1
RL,46.0,20544,Pave,AllPub,2Story,1986,CBlock,7,1,11,2008,Normal,2
RL,79.0,12420,Pave,AllPub,2Story,2001,PConc,6,1,6,2009,Normal,2
RL,80.0,9600,Pave,AllPub,1.5Fin,1950,CBlock,6,1,9,2009,Normal,1
RL,60.0,7200,Pave,AllPub,1Story,1949,Slab,6,2,6,2009,Normal,0
RL,88.0,10994,Pave,AllPub,1Story,2005,PConc,7,1,9,2009,Abnorml,2
RL,64.0,13053,Pave,AllPub,1.5Fin,1923,BrkTil,8,1,6,2008,Normal,2
RL,51.0,3635,Pave,AllPub,1Story,2007,PConc,7,1,5,2009,Normal,1
RM,60.0,11340,Pave,AllPub,2Story,1885,PConc,11,2,4,2010,Normal,1
RL,,16545,Pave,AllPub,2Story,1998,PConc,7,1,5,2009,Normal,3
RL,71.0,9204,Pave,AllPub,1Story,1963,CBlock,6,1,8,2008,Normal,1
RL,,16381,Pave,AllPub,1Story,1969,CBlock,7,1,12,2006,Normal,2
RL,90.0,11700,Pave,AllPub,2Story,1968,CBlock,7,1,5,2006,Normal,2
RL,53.0,4043,Pave,AllPub,1Story,1977,CBlock,4,1,7,2010,Normal,1
RM,37.0,4435,Pave,AllPub,1Story,2003,PConc,3,1,3,2008,Normal,1
RL,,19690,Pave,AllPub,SLvl,1966,CBlock,8,1,8,2006,Alloca,2
RL,,9503,Pave,AllPub,1Story,1958,CBlock,6,1,6,2007,Normal,1
RL,80.0,10721,Pave,AllPub,1Story,1959,CBlock,7,1,10,2008,Normal,1
RL,81.0,10944,Pave,AllPub,2Story,1994,PConc,5,1,8,2008,Normal,2
RL,60.0,10930,Pave,AllPub,1.5Fin,1945,CBlock,6,1,4,2008,Normal,1
RM,60.0,7200,Pave,AllPub,1Story,1940,CBlock,4,1,2,2010,Abnorml,1
RL,,12546,Pave,AllPub,1Story,1981,CBlock,7,1,4,2007,Normal,2
RL,60.0,21930,Pave,AllPub,2Story,2005,PConc,7,1,7,2006,Normal,2
RL,,4928,Pave,AllPub,1Story,1976,CBlock,5,1,10,2009,Normal,1
RL,60.0,10800,Pave,AllPub,1Story,1927,BrkTil,5,1,8,2007,Normal,0
RL,93.0,10261,Pave,AllPub,2Story,2000,PConc,8,1,5,2008,Normal,2
RL,80.0,17400,Pave,AllPub,1Story,1977,CBlock,5,1,5,2006,Normal,1
RL,80.0,8400,Pave,AllPub,1Story,1962,CBlock,7,1,7,2008,Abnorml,1
RL,60.0,9000,Pave,AllPub,1Story,1971,PConc,5,1,5,2007,Normal,1
RL,96.0,12444,Pave,AllPub,1Story,2008,PConc,7,1,11,2008,Partial,3
RM,90.0,7407,Pave,AllPub,1Story,1957,CBlock,6,1,4,2010,Normal,1
RL,80.0,11584,Pave,AllPub,SLvl,1979,CBlock,6,1,11,2007,Normal,2
RL,79.0,11526,Pave,AllPub,2.5Fin,1922,BrkTil,11,1,9,2008,Normal,2
RM,,4426,Pave,AllPub,1Story,2004,PConc,3,1,5,2008,Normal,1
FV,85.0,11003,Pave,AllPub,2Story,2008,PConc,10,1,4,2009,Normal,3
RL,,8854,Pave,AllPub,1.5Unf,1916,BrkTil,4,1,5,2009,Normal,1
RL,63.0,8500,Pave,AllPub,1Story,2004,PConc,7,1,11,2007,Normal,2
RL,70.0,8400,Pave,AllPub,SFoyer,1966,CBlock,6,1,5,2007,Normal,1
RL,,26142,Pave,AllPub,1Story,1962,CBlock,6,1,4,2010,Normal,1
RL,80.0,10000,Pave,AllPub,2Story,1995,PConc,8,1,12,2007,Normal,2
RL,70.0,11767,Pave,AllPub,2Story,1910,CBlock,6,1,5,2007,Normal,1
RM,21.0,1533,Pave,AllPub,SFoyer,1970,CBlock,3,1,8,2006,Abnorml,0
RL,60.0,9000,Pave,AllPub,2Story,1974,CBlock,8,2,9,2009,Normal,1
RL,78.0,9262,Pave,AllPub,1Story,2008,PConc,7,1,5,2009,Partial,3
RM,35.0,3675,Pave,AllPub,SLvl,2005,PConc,5,1,5,2006,Normal,1
RL,90.0,17217,Pave,AllPub,1Story,2006,PConc,6,1,7,2006,Abnorml,0
FV,62.0,7500,Pave,AllPub,1Story,2004,PConc,6,1,10,2009,Normal,2
RL,62.0,7917,Pave,AllPub,2Story,1999,PConc,7,1,8,2007,Normal,1
RL,85.0,13175,Pave,AllPub,1Story,1978,CBlock,7,1,2,2010,Normal,2
RL,66.0,9042,Pave,AllPub,2Story,1941,Stone,9,1,5,2010,Normal,2
RL,68.0,9717,Pave,AllPub,1Story,1950,CBlock,5,1,4,2010,Normal,1
RL,75.0,9937,Pave,AllPub,1Story,1965,CBlock,6,1,6,2008,Normal,1
